activity_name,best_match,confidence_score,category
esthétique et prothésistes ongulaire,Other,0.77,new propodsed
تنظيف واجهات المحلات و المطاعم الخارجية,ﺗﻧظﻳف اﻟﻣﺣﻼت اﻟﻣﺧﺗﻠﻔﺔ,0.894,rejected because has rejistre comercial or hirafi
consultant en veille et innovation technologiques,technicien en recherche-développement en industrie,0.849,exist
كراء قوارب النزهة,كراء سفن النزهة و القوارب,0.947,rejected because has rejistre comercial or hirafi
photographe,photographe,1.0,exist
ingénieur génie civil,مهندس في البستنة,0.883,exist
intermedie,Other,0.721,new propodsed
expert comptable,الخبير المحاسب,0.944,rejected because has rejistre comercial or hirafi
confisserie,Other,0.83,new propodsed
comptabilité,مؤسسة المحاسبة,0.898,rejected because has rejistre comercial or hirafi
administrateur de biens immobiliers,إدارة الأملاك العقارية,0.889,rejected because has rejistre comercial or hirafi
طلاء وصباغة المنازل,Other,0.795,new propodsed
plombier chauffagiste,مصلح آلات الخياطة,0.912,exist
pizzaiolo,Other,0.815,new propodsed
médecins a domicile,Other,0.772,new propodsed
examens d'apnée de sommeil,Other,0.419,new propodsed
garde malade  personnes âgées,مرافق/مرافقة لكبار السن,0.864,exist
production des huiles,ﻣﻌﺻرة اﻟزﻳت اﻟﺗﻘﻠﻳدﻳﺔ,0.841,rejected because has rejistre comercial or hirafi
تغليف سطوح,Other,0.739,new propodsed
apporteur d'affaire,وكيل تجاري,0.91,rejected because has rejistre comercial or hirafi
"création desite web, réferencement seo etsea, publicité google ads, facebook ads,",Other,0.682,new propodsed
تجار إلكترونية,مسوق التجارة الالكترونية,0.965,exist
"entreprise artistique, audiovisuelle et c, communication.inématographique,",Other,0.743,new propodsed
تجارة الكترونية ملابس نسائية,Other,0.776,new propodsed
بيع ملابس نسائية,تجارة بالتجزئة للألبسة و أدوات النساجة و الأحذية ، الممارسة على العرض,0.831,rejected because has rejistre comercial or hirafi
acteur / comédien,ممثل كوميدي,0.898,exist
خدمات الانترنات والتحويلات البريدية,مؤسسة البريد السريع,0.839,rejected because has rejistre comercial or hirafi
مسوق التجارة الالكترونية,مسوق التجارة الالكترونية,1.0,exist
متخصص في المبيعات عبر الانترنت,متخصص في المبيعات عبر الإنترنت,1.0,exist
التصوير,photographe,0.927,exist
مهندس مدني,مهندس في البستنة,0.885,exist
analyses destinées aux animaux domestiques,Other,0.755,new propodsed
maçon,مرشات,0.858,rejected because has rejistre comercial or hirafi
conseiller en assurances automobile et risque divers,Other,0.83,new propodsed
اشهارات,مشوي,0.954,rejected because has rejistre comercial or hirafi
بيع وكراء عقارات عبر الانترنت,Other,0.717,new propodsed
récupération des données,محلل بيانات,0.864,exist
بيع,Other,0.74,new propodsed
خدمات الانترنت و الطباعة,Other,0.768,new propodsed
محامي,Other,0.809,new propodsed
livreur des produits d'emballage a domicile,Other,0.747,new propodsed
نظافة,Other,0.815,new propodsed
creation de bijoux,Other,0.762,new propodsed
ميكانيك و هيدروليك الآلات الهيدروليكية,عامل التركيب الميكانيكي,0.835,exist
صنع و بيع الحلويات و العجاءن التقليدية,تجارة بالتجزئة لعتاد و لوازم المخبزة و الحلويات و المرطبات,0.866,rejected because has rejistre comercial or hirafi
auditeur energetique,Other,0.78,new propodsed
organnisateur de sortie,Other,0.79,new propodsed
organnisateur de voyage,Other,0.776,new propodsed
organnisateur de bivouac,Other,0.664,new propodsed
organisateur de randonnée,Other,0.677,new propodsed
البناء والاشغال العمومية والاشغال الطبوغرافية,كراء معدات و أدوات للبناء و الأشغال العمومية,0.837,rejected because has rejistre comercial or hirafi
tôlier,braseur,0.928,exist
ورشة حلويات,ﺻﻧﺎﻋﺔ اﻟﺣﻠوﻳﺎت,0.891,rejected because has rejistre comercial or hirafi
ميكانيك السيارات والشاحنات,مطلة ودهن السيارات,0.907,rejected because has rejistre comercial or hirafi
كراء فساتين زفاف واعراس,منظم حفلات الزفاف,0.853,exist
plateforme de mise en relation,Other,0.754,new propodsed
restauration,ﺗﺻﻠﻳﺢ اﻟﺳﻳﺎﻻت,0.899,rejected because has rejistre comercial or hirafi
construction,اﻟﺑﻧﺎء,0.918,rejected because has rejistre comercial or hirafi
affiliate marketing التسويق بالعمولة,Other,0.687,new propodsed
studio d'enregistrement et maison d'édition audiovisuel,chargé de production audiovisuelle,0.855,exist
ترك تقييم ب5نجوم على خراءطgoogle,Other,0.472,new propodsed
البناء والطلاء,اﻟﺑﻧﺎء,0.921,rejected because has rejistre comercial or hirafi
محامي,Other,0.809,new propodsed
خبير في استخلاص الزيوت من النباتات,Other,0.803,new propodsed
توزيع البضائع,نقل و توزيع كل البضائع,0.872,rejected because has rejistre comercial or hirafi
تربية حيوانات,Other,0.805,new propodsed
maquilleuse,موتيل,0.882,rejected because has rejistre comercial or hirafi
الانتاج و الاخراج كتابة السيناريو,Other,0.829,new propodsed
مرشد سياحي,Other,0.785,new propodsed
conceptions et plans tp et bâtiments ingéneering,Other,0.732,new propodsed
تجارة عامة,Other,0.811,new propodsed
مستشار في الشؤون القانونية,مكتب الاستشارة القانونية,0.909,rejected because has rejistre comercial or hirafi
التسويق الالكتلروني,Other,0.739,new propodsed
charentier,Other,0.717,new propodsed
charpentier,Other,0.73,new propodsed
عامل متنقل  يقدم خدمات منزلية   بكل انواعها,Other,0.763,new propodsed
organisateur de randonnée,Other,0.677,new propodsed
مكانيكي سيارات متنقل,ﻟﻠﻣرﻛﺑﺎت,0.92,rejected because has rejistre comercial or hirafi
تجارة الملابس,تجارة بالتجزئة للفراوة و الملابس الفروية,0.918,rejected because has rejistre comercial or hirafi
superviseur mecanique,technicien de maintenance de remontées mécaniques,0.892,exist
كاتب عمومي,Other,0.796,new propodsed
installation et réalisation des réseaux anti incendie,تركيب و تصليح معدات المكافحة و الحماية ضد الحريق,0.876,rejected because has rejistre comercial or hirafi
installation et réalisation des réseaux anti incendie,تركيب و تصليح معدات المكافحة و الحماية ضد الحريق,0.876,rejected because has rejistre comercial or hirafi
crevein public,Other,0.582,new propodsed
béton imprimé,اﻟطﺑﺎﻋﺔ ﻋﻠﻰ اﻷﻗﻣﺷﺔ,0.873,rejected because has rejistre comercial or hirafi
ateliers d’apprentissage pour jeunes publiques,Other,0.659,new propodsed
installation et réalisation des réseaux anti incendie,تركيب و تصليح معدات المكافحة و الحماية ضد الحريق,0.876,rejected because has rejistre comercial or hirafi
colonies des vacances,Other,0.7,new propodsed
superviseur de projet,responsable de projet informatique,0.851,exist
résponsable des activités du système de comptage,Other,0.688,new propodsed
vulcanictio du bonde trosportese,Other,0.635,new propodsed
بيع حلويات,تجارة بالتجزئة لمواد المخبزة و الحلويات,0.868,rejected because has rejistre comercial or hirafi
البناء في مختلف مراحله,ﺣرﻓﻲ ﺑﻧﺎء اﻟﺑﻧﺎء,0.891,rejected because has rejistre comercial or hirafi
chasseur immobilier,Other,0.816,new propodsed
maintenance  cycliste moto,Other,0.798,new propodsed
مطور خدمات التجارة الالكترونية,مطور مواقع التجارة الإلكترونية,0.941,exist
تجديد البيوت,Other,0.801,new propodsed
مكتب/ كاتب عمومي,Other,0.779,new propodsed
hydraulique,hydraulicien,0.877,exist
esthétique et massage a domicile,Other,0.703,new propodsed
artisan du verre,ﺣرﻓﻲ ﻓﻲ ﺗرﻛﻳب اﻟزﺟﺎج ﺻﻧﺎﻋﺔ اﻟزﺟﺎج,0.865,rejected because has rejistre comercial or hirafi
consultant formateur rh,Other,0.71,new propodsed
technicien superieur,technicien prompteur,0.913,exist
conseils législation du travail et relations professionnelles,Other,0.69,new propodsed
استشارات في قانون العمل,Other,0.826,new propodsed
البناء,اﻟﺑﻧﺎء,1.0,rejected because has rejistre comercial or hirafi
تصليح الهواتف المحمولة,ﺣرﻓﻲ ﻓﻲ ﺗﺻﻠﻳﺢ اﻟﻬﺎﺗف اﻟﺛﺎﺑت اﻟﻬﺎﺗف اﻟﻧﻘﺎﻝ وآﻻت اﻻﺗﺻﺎﻝ ﻋن ﺑﻌد,0.885,rejected because has rejistre comercial or hirafi
travaux de secrétariat,Other,0.782,new propodsed
installation et réalisation des réseaux anti incendie,تركيب و تصليح معدات المكافحة و الحماية ضد الحريق,0.876,rejected because has rejistre comercial or hirafi
la plomberie,opérateur de cintreuse,0.87,exist
تنظيم التظاهرات الرياضية,Other,0.695,new propodsed
infirmier,ممرض/ممرضة مساعدة,0.858,exist
superviseur transport & logistique,Other,0.818,new propodsed
responsable mangement qualité,Other,0.721,new propodsed
صناعة تقليدية يدوية,Other,0.83,new propodsed
livreur,cadreur,0.87,exist
formation professionnelle,Other,0.711,new propodsed
hvac,اﻟﺣﺑرﻳﺔ,0.916,rejected because has rejistre comercial or hirafi
consultant formateur en hse - agent de sécurité,spécialiste en sécurité des systèmes,0.859,exist
صناعة الحلويات التقليدية و الصحية,ﺻﻧﺎﻋﺔ اﻟﺣﻠوﻳﺎت,0.853,rejected because has rejistre comercial or hirafi
خدمات الانترنات والتحويلات البريدية,مؤسسة البريد السريع,0.839,rejected because has rejistre comercial or hirafi
خدمات الانترنات والتحويلات البريدية,مؤسسة البريد السريع,0.839,rejected because has rejistre comercial or hirafi
ingénieur d'étude en voirie et réseaux divers,مهندس الدراسات ووسائل الاتصالات,0.857,exist
ingénieur génie civil,مهندس في البستنة,0.883,exist
organnisateur de sortie,Other,0.79,new propodsed
organnisateur de voyage,Other,0.776,new propodsed
chauffeur vtc,chauffeur vtc (voiture de transport avec chauffeur),0.907,exist
خبير معتمدفي البورصة,وسطاء في عمليات البورصة,0.869,rejected because has rejistre comercial or hirafi
préparation des sauces alimentaire maison,Other,0.72,new propodsed
prestations à domicile,aide à domicile,0.852,exist
تركيب وتصليح الاثاث المنزلي والمكتبي,تصليح التجهيزات والمعدات المكتبية,0.887,rejected because has rejistre comercial or hirafi
تركيب وتصليح الاثاث المنزلي والمكتبي,تصليح التجهيزات والمعدات المكتبية,0.887,rejected because has rejistre comercial or hirafi
createur de contenu pour les publications d'entreprise,Other,0.792,new propodsed
صناعة ملابس,ﺣرﻓﻲ ﻓﻲ ﺻﻧﺎﻋﺔ اﻟﻣﻼﺑس اﻟﻣﻬﻧﻳﺔ ﺻﻧﺎﻋﺔ اﻟﻣﻼﺑس اﻟﻣﻬﻧﻳﺔ,0.854,rejected because has rejistre comercial or hirafi
onglerie  extension de cils,Other,0.716,new propodsed
installateur en menuiserie aluminium,Other,0.816,new propodsed
تصميم و إنتاج,designer produit,0.863,exist
دورات تكوينية في كل المجالات,Other,0.761,new propodsed
vente en ligne,Other,0.666,new propodsed
اعمال مكتبية,Other,0.823,new propodsed
bim manager,Other,0.616,new propodsed
نجار الالمينيوم والمواد البلاستكية (pvc),Other,0.72,new propodsed
الفلاح,اﻟﺣﺑرﻳﺔ,0.967,rejected because has rejistre comercial or hirafi
الفلاح,اﻟﺣﺑرﻳﺔ,0.967,rejected because has rejistre comercial or hirafi
application spécialiste,Other,0.822,new propodsed
فنان ضابط ايقاع,Other,0.811,new propodsed
software engineer,مطور برمجيات,0.901,exist
ecrivain public,Other,0.791,new propodsed
drilling rig superviseur & well servicing.,Other,0.812,new propodsed
صناعة الحلويات,ﺻﻧﺎﻋﺔ اﻟﺣﻠوﻳﺎت,1.0,rejected because has rejistre comercial or hirafi
